Country,Year,Value
Greece,2004,36.5
Greece,2005,34
Greece,2006,28.6
Greece,2007,31.4
Greece,2008,31.1
Greece,2009,27.6
Greece,2010,28.2
Greece,2011,27.4
Greece,2012,29.7
Greece,2013,29.3
Greece,2014,29.3
Greece,2015,29.2
Greece,2016,29.2
Greece,2017,33.6
Greece,2018,32.8
Hungary,2000,38.2
Hungary,2001,37.9
Hungary,2002,37.2
Hungary,2003,37.6
Hungary,2004,37.8
Hungary,2005,36
Hungary,2006,37.1
Hungary,2007,35
Hungary,2008,35.9
Hungary,2009,34.3
Hungary,2010,34.3
Hungary,2011,35.3
Hungary,2012,34.4
Hungary,2013,34.7
Hungary,2014,40.5
Hungary,2015,41.6
Hungary,2016,40.9
Hungary,2017,40.6
Hungary,2018,40.9
Iceland,2000,53.7
Iceland,2001,51.7
Iceland,2002,52.8
Iceland,2003,52.6
Iceland,2004,50.3
Iceland,2005,47.7
Iceland,2006,47
Iceland,2007,46.5
Iceland,2008,46.7
Iceland,2009,48.4
Iceland,2010,48.8
Iceland,2011,47.3
Iceland,2012,48.2
Iceland,2013,48.2
Iceland,2014,48.1
Iceland,2015,49.8
Iceland,2016,52.8
Iceland,2017,77.7
Iceland,2018,81.6
Ireland,2000,43.7
Ireland,2001,43
Ireland,2002,33.3
Ireland,2003,38.2
Ireland,2004,37.6
Ireland,2005,38
Ireland,2006,39.6
Ireland,2007,42.4
Ireland,2008,43.7
Ireland,2009,39.2
Ireland,2010,38.3
Ireland,2011,49.2
Ireland,2012,48.6
Ireland,2013,46
Ireland,2014,90.9
Ireland,2015,81.6
Ireland,2016,84.3
Ireland,2017,78.7
Ireland,2018,83.3
Italy,2000,30.9
Italy,2001,31.9
Italy,2002,31.3
Italy,2003,31.3
Italy,2004,32.1
Italy,2005,31.9
Italy,2006,29.9
Italy,2007,29.7
Italy,2008,29.7
Italy,2009,29.6
Italy,2010,30
Italy,2011,30.8
Italy,2012,31.5
Italy,2013,32.1
Italy,2014,32.7
Italy,2015,32.5
Italy,2016,32.5
Italy,2017,32.4
Italy,2018,32.8
Japan,2000,28.6
Japan,2001,29.5
Japan,2002,29.8
Japan,2003,30.1
Japan,2004,30.1
Japan,2005,28.7
Japan,2006,27.6
Japan,2007,30.1
Japan,2008,28.4
Japan,2009,27.6
Japan,2010,25.3
Japan,2011,27.9
Japan,2012,27.5
Japan,2013,27.1
Japan,2014,27.4
Japan,2015,27.1
Japan,2016,27
Japan,2017,25.9
Japan,2018,26
Korea,2000,35.2
Korea,2001,36.5
Korea,2002,37.8
Korea,2003,37.6
Korea,2004,37.5
Korea,2005,38
Korea,2006,37.8
Korea,2007,36.5
Korea,2008,36.5
Korea,2009,34.7
Korea,2010,38.1
Korea,2011,36.5
Korea,2012,37.7
Korea,2013,38.4
Korea,2014,38.1
Korea,2015,37.4
Korea,2016,38.3
Korea,2017,40.6
Korea,2018,40.1
Luxembourg,2000,46.2
Luxembourg,2001,45.1
Luxembourg,2002,44.4
Luxembourg,2003,44.2
Luxembourg,2004,44.5
Luxembourg,2005,50.7
Luxembourg,2006,51.5
Luxembourg,2007,51.9
Luxembourg,2008,51.6
Luxembourg,2009,52.6
Luxembourg,2010,50.1
Luxembourg,2011,46.6
Luxembourg,2012,50.8
Luxembourg,2013,51.4
Luxembourg,2014,163.5
Luxembourg,2015,163.2
Luxembourg,2016,161.7
Luxembourg,2017,160.5
Luxembourg,2018,163
Mexico,2000,48.2
Mexico,2001,49.9
Mexico,2002,50.1
Mexico,2003,50.4
Mexico,2004,49.7
Mexico,2005,46.4
Mexico,2006,48.4
Mexico,2007,48.5
Mexico,2008,48.9
Mexico,2009,49.8
Mexico,2010,49.7
Mexico,2011,49
Mexico,2012,50.7
Mexico,2013,48.5
Mexico,2014,48.7
Mexico,2015,49.7
Mexico,2016,50.2
Mexico,2017,49.6
Mexico,2018,46.8
Netherlands,2000,45.9
Netherlands,2001,45.9
Netherlands,2002,46.1
Netherlands,2003,47.9
Netherlands,2004,47.6
Netherlands,2005,46.7
Netherlands,2006,46.4
Netherlands,2007,46.9
Netherlands,2008,46
Netherlands,2009,47.2
Netherlands,2010,47.1
Netherlands,2011,45.5
Netherlands,2012,45.4
Netherlands,2013,44.5
Netherlands,2014,43.8
Netherlands,2015,45.5
Netherlands,2016,44.6
Netherlands,2017,45.7
Netherlands,2018,36.4
New Zealand,2000,57.4
New Zealand,2001,59.8
New Zealand,2002,60.6
New Zealand,2003,62.2
New Zealand,2004,60.2
New Zealand,2005,61.5
New Zealand,2006,59
New Zealand,2007,60.1
New Zealand,2008,62.4
New Zealand,2009,60.3
New Zealand,2010,56.8
New Zealand,2011,58.1
New Zealand,2012,57.6
New Zealand,2013,59.2
New Zealand,2014,57.9
New Zealand,2015,57.9
New Zealand,2016,53.5
New Zealand,2017,55.6
New Zealand,2018,57.4
Norway,2000,45.9
Norway,2001,44.7
Norway,2002,44.3
Norway,2003,42.9
Norway,2004,40.8
Norway,2005,37.8
Norway,2006,36.7
Norway,2007,37.5
Norway,2008,38.4
Norway,2009,37.6
Norway,2010,38.2
Norway,2011,40.3
Norway,2012,41.7
Norway,2013,43.9
Norway,2014,44.8
Norway,2015,44.5
Norway,2016,43.4
Norway,2017,43
Norway,2018,42.1
Poland,2000,45.5
Poland,2001,46
Poland,2002,45.9
Poland,2003,46
Poland,2004,44.9
Poland,2005,43.6
Poland,2006,43.3
Poland,2007,43.6
Poland,2008,42.1
Poland,2009,43.5
Poland,2010,43.5
Poland,2011,43.7
Poland,2012,44.5
Poland,2013,44.4
Poland,2014,44.8
Poland,2015,40.9
Poland,2016,45.5
Poland,2017,46
Poland,2018,46.3
Portugal,2000,32.7
Portugal,2001,32.5
Portugal,2002,32.2
Portugal,2003,32.8
Portugal,2004,30.8
Portugal,2005,30.7
Portugal,2006,29.8
Portugal,2007,28.8
Portugal,2008,30.2
Portugal,2009,29
Portugal,2010,29.4
Portugal,2011,28.4
Portugal,2012,28.3
Portugal,2013,28.5
Portugal,2014,36.8
Portugal,2015,38
Portugal,2016,40.3
Portugal,2017,36
Portugal,2018,37.6
Slovak Republic,2000,36.4
Slovak Republic,2001,32.7
Slovak Republic,2002,31.9
Slovak Republic,2003,31.4
Slovak Republic,2004,39.4
Slovak Republic,2005,47.8
Slovak Republic,2006,44.2
Slovak Republic,2007,40.6
Slovak Republic,2008,51.1
Slovak Republic,2009,52
Slovak Republic,2010,52.5
Slovak Republic,2011,48.5
Slovak Republic,2012,44.5
Slovak Republic,2013,49.7
Slovak Republic,2014,53.5
Slovak Republic,2015,57.9
Slovak Republic,2016,82.1
Slovak Republic,2017,87.3
Slovak Republic,2018,83.3
Spain,2000,29.6
Spain,2001,29.8
Spain,2002,29.7
Spain,2003,29.8
Spain,2004,29.9
Spain,2005,29.9
Spain,2006,30.2
Spain,2007,29.8
Spain,2008,30.2
Spain,2009,30.3
Spain,2010,30.4
Spain,2011,31.1
Spain,2012,31.2
Spain,2013,31.2
Spain,2014,33.3
Spain,2015,33.3
Spain,2016,33.5
Spain,2017,33
Spain,2018,33.2
Sweden,2000,47
Sweden,2001,44.8
Sweden,2002,42.1
Sweden,2003,41.9
Sweden,2004,41.3
Sweden,2005,41.9
Sweden,2006,41.2
Sweden,2007,41.6
Sweden,2008,40.7
Sweden,2009,40.5
Sweden,2010,38.7
Sweden,2011,40.2
Sweden,2012,40.2
Sweden,2013,42.1
Sweden,2014,50.6
Sweden,2015,48
Sweden,2016,48.1
Sweden,2017,48.1
Sweden,2018,49
Switzerland,2000,54.5
Switzerland,2001,53.8
Switzerland,2002,57.2
Switzerland,2003,56.9
Switzerland,2004,59.4
Switzerland,2005,58.9
Switzerland,2006,60
Switzerland,2007,59
Switzerland,2008,59.4
Switzerland,2009,58.1
Switzerland,2010,58.7
Switzerland,2011,58.2
Switzerland,2012,60.4
Switzerland,2013,60.4
Switzerland,2014,52
Switzerland,2015,48.3
Switzerland,2016,47.7
Switzerland,2017,49
Switzerland,2018,48.6
Turkey,2000,30.7
Turkey,2001,31
Turkey,2002,27.8
Turkey,2003,26.4
Turkey,2004,28.4
Turkey,2005,29.3
Turkey,2006,32.1
Turkey,2007,28.5
Turkey,2008,30.7
Turkey,2009,32.3
Turkey,2010,33
Turkey,2011,31.2
Turkey,2012,31.5
Turkey,2013,31.9
Turkey,2014,31.6
Turkey,2015,31.8
Turkey,2016,31.8
Turkey,2017,32
Turkey,2018,31.8
United Kingdom,2000,37.4
United Kingdom,2001,40.4
United Kingdom,2002,41.1
United Kingdom,2003,40.4
United Kingdom,2004,41.5
United Kingdom,2005,37.6
United Kingdom,2006,33
United Kingdom,2007,36.1
United Kingdom,2008,36.5
United Kingdom,2009,38.8
United Kingdom,2010,36.6
United Kingdom,2011,40.1
United Kingdom,2012,38.6
United Kingdom,2013,41.3
United Kingdom,2014,39
United Kingdom,2015,37.5
United Kingdom,2016,37
United Kingdom,2017,37.8
United Kingdom,2018,38
United States,2000,69.1
United States,2001,68
United States,2002,70.6
United States,2003,70
United States,2004,70.9
United States,2005,70.4
United States,2006,68.4
United States,2007,63.8
United States,2008,61.9
United States,2009,60.2
United States,2010,60.8
United States,2011,62.7
United States,2012,63.5
United States,2013,63.8
United States,2014,66.3
United States,2015,66.3
United States,2016,66.3
United States,2017,65.9
United States,2018,64.2
Brazil,2000,40
Brazil,2001,39.7
Brazil,2002,39.5
Brazil,2003,41.6
Brazil,2004,42
Brazil,2005,42.1
Brazil,2006,42
Brazil,2007,41.7
Brazil,2008,42.3
Brazil,2009,42.1
Brazil,2010,42.6
Brazil,2011,42.5
Brazil,2012,42.7
Brazil,2013,42.8
Brazil,2014,43.1
Brazil,2015,42.8
Brazil,2016,42.7
Brazil,2017,42.6
Brazil,2018,42.5
Chile,2000,45.8
Chile,2001,44.4
Chile,2002,45.3
Chile,2003,42.6
Chile,2004,43.6
Chile,2005,43.6
Chile,2006,43.5
Chile,2007,47.2
Chile,2008,47.6
Chile,2009,47.6
Chile,2010,48.6
Chile,2011,48.7
Chile,2012,48.4
Chile,2013,47.8
Chile,2014,48.3
Chile,2015,48.6
Chile,2016,48
Chile,2017,47.1
Chile,2018,46.5
China (People's Republic of),2000,5.7
China (People's Republic of),2001,6
China (People's Republic of),2002,5.7
China (People's Republic of),2003,6.3
China (People's Republic of),2004,6.1
China (People's Republic of),2005,6.2
China (People's Republic of),2006,6.3
China (People's Republic of),2007,6.5
China (People's Republic of),2008,6.4
China (People's Republic of),2009,6.6
China (People's Republic of),2010,6.5
China (People's Republic of),2011,6.8
China (People's Republic of),2012,6.9
China (People's Republic of),2013,6.9
China (People's Republic of),2014,8.4
China (People's Republic of),2015,8
China (People's Republic of),2016,7.2
China (People's Republic of),2017,7.4
China (People's Republic of),2018,7.5
Estonia,2000,54.8
Estonia,2001,55.1
Estonia,2002,43.1
Estonia,2003,43.9
Estonia,2004,52.6
Estonia,2005,52.6
Estonia,2006,47.8
Estonia,2007,47.7
Estonia,2008,43.5
Estonia,2009,46.5
Estonia,2010,46.2
Estonia,2011,43.7
Estonia,2012,32.7
Estonia,2013,31.6
Estonia,2014,61.5
Estonia,2015,54.5
Estonia,2016,48
Estonia,2017,45.1
Estonia,2018,52
India,2000,23.3
India,2001,23.4
India,2002,23
India,2003,24.2
India,2004,20
India,2005,19.8
India,2006,20.1
India,2007,20.5
India,2008,22.7
India,2009,22.8
India,2010,21.9
India,2011,22.2
India,2012,23.2
India,2013,23.4
India,2014,21.2
India,2015,22.6
India,2016,22.9
India,2017,22.1
India,2018,23.3
Indonesia,2000,16.2
Indonesia,2001,16.5
Indonesia,2002,16.5
Indonesia,2003,16.5
Indonesia,2004,16.4
Indonesia,2005,17
Indonesia,2006,14.4
Indonesia,2007,14.3
Indonesia,2008,13.8
Indonesia,2009,14.2
Indonesia,2010,14.3
Indonesia,2011,14.8
Indonesia,2012,16
Indonesia,2013,17
Indonesia,2014,16.9
Indonesia,2015,16.8
Indonesia,2016,16.8
Indonesia,2017,17.1
Indonesia,2018,20
Israel,2000,52.8
Israel,2001,43.9
Israel,2002,44.4
Israel,2003,39.2
Israel,2004,27.3
Israel,2005,26.8
Israel,2006,25.8
Israel,2007,26.1
Israel,2008,25.3
Israel,2009,26.2
Israel,2010,27.6
Israel,2011,27.5
Israel,2012,28.1
Israel,2013,27.8
Israel,2014,31.4
Israel,2015,30.7
Israel,2016,30.6
Israel,2017,31.4
Israel,2018,33.1
Russia,2000,41
Russia,2001,41.7
Russia,2002,43.9
Russia,2003,44.5
Russia,2004,46.4
Russia,2005,48.4
Russia,2006,50.4
Russia,2007,51
Russia,2008,50.8
Russia,2009,48.2
Russia,2010,47.2
Russia,2011,48.9
Russia,2012,48.9
Russia,2013,49
Russia,2014,76.4
Russia,2015,77.5
Russia,2016,76
Russia,2017,77
Russia,2018,76.2
Slovenia,2000,21.1
Slovenia,2001,20.1
Slovenia,2002,20.1
Slovenia,2003,20.3
Slovenia,2004,22.7
Slovenia,2005,23.8
Slovenia,2006,23
Slovenia,2007,24
Slovenia,2008,24.1
Slovenia,2009,24.5
Slovenia,2010,26.1
Slovenia,2011,25.7
Slovenia,2012,27
Slovenia,2013,27.4
Slovenia,2014,46.3
Slovenia,2015,49.4
Slovenia,2016,45.6
Slovenia,2017,51.2
Slovenia,2018,45
South Africa,2000,32.1
South Africa,2001,31.4
South Africa,2002,30.9
South Africa,2003,31.9
South Africa,2004,30.8
South Africa,2005,30.7
South Africa,2006,31.3
South Africa,2007,30.7
South Africa,2008,30
South Africa,2009,30.4
South Africa,2010,35.2
South Africa,2011,35
South Africa,2012,36
South Africa,2013,36.9
South Africa,2014,44.6
South Africa,2015,45.6
South Africa,2016,43.3
South Africa,2017,41.7
South Africa,2018,41.3
Australia,2000,91
Australia,2001,96.5
Australia,2002,95.3
Australia,2003,103
Australia,2004,101.1
Australia,2005,108.1
Australia,2006,100.7
Australia,2007,105.2
Australia,2008,101.6
Australia,2009,98.7
Australia,2010,100
Australia,2011,94.9
Australia,2012,91.5
Australia,2013,88.2
Australia,2014,71.7
Australia,2015,71.6
Australia,2016,78.2
Australia,2017,74.3
Australia,2018,70.8
Austria,2000,127.3
Austria,2001,129.8
Austria,2002,120.3
Austria,2003,140.3
Austria,2004,141.1
Austria,2005,143.7
Austria,2006,144.1
Austria,2007,149.7
Austria,2008,156.7
Austria,2009,130.5
Austria,2010,130.7
Austria,2011,155.8
Austria,2012,156.4
Austria,2013,154.1
Austria,2014,89.6
Austria,2015,89.6
Austria,2016,79
Austria,2017,80.1
Austria,2018,100.8
Belgium,2000,72.8
Belgium,2001,70.2
Belgium,2002,70.8
Belgium,2003,74.4
Belgium,2004,86.7
Belgium,2005,69.9
Belgium,2006,87.2
Belgium,2007,84.1
Belgium,2008,90.4
Belgium,2009,78.1
Belgium,2010,70.7
Belgium,2011,59.8
Belgium,2012,61.7
Belgium,2013,71.4
Belgium,2014,150.5
Belgium,2015,116.3
Belgium,2016,120.7
Belgium,2017,89.3
Belgium,2018,123.8
Canada,2000,126
Canada,2001,124.1
Canada,2002,124.3
Canada,2003,119.2
Canada,2004,120.6
Canada,2005,129.3
Canada,2006,131.9
Canada,2007,142.7
Canada,2008,132.8
Canada,2009,134
Canada,2010,133.3
Canada,2011,128.6
Canada,2012,125.8
Canada,2013,135.7
Canada,2014,96.1
Canada,2015,93.1
Canada,2016,99.4
Canada,2017,97
Canada,2018,96.9
Czech Republic,2000,70.8
Czech Republic,2001,63.5
Czech Republic,2002,57.4
Czech Republic,2003,66.7
Czech Republic,2004,73.9
Czech Republic,2005,69.7
Czech Republic,2006,68.9
Czech Republic,2007,70.2
Czech Republic,2008,76.8
Czech Republic,2009,75.8
Czech Republic,2010,72
Czech Republic,2011,68.6
Czech Republic,2012,58.7
Czech Republic,2013,65.6
Czech Republic,2014,50.5
Czech Republic,2015,56.3
Czech Republic,2016,54.6
Czech Republic,2017,58.9
Czech Republic,2018,61.9
Denmark,2000,103.2
Denmark,2001,93.8
Denmark,2002,164.3
Denmark,2003,138.1
Denmark,2004,135
Denmark,2005,136.4
Denmark,2006,127
Denmark,2007,111.1
Denmark,2008,111
Denmark,2009,122
Denmark,2010,100.5
Denmark,2011,98.7
Denmark,2012,125.2
Denmark,2013,121.6
Denmark,2014,58.9
Denmark,2015,58
Denmark,2016,56.9
Denmark,2017,59.6
Denmark,2018,62.8
Finland,2000,82.2
Finland,2001,90.7
Finland,2002,83.5
Finland,2003,91.8
Finland,2004,95.8
Finland,2005,94.3
Finland,2006,89.8
Finland,2007,93.6
Finland,2008,87.7
Finland,2009,89.8
Finland,2010,89.5
Finland,2011,94.6
Finland,2012,100.9
Finland,2013,95.2
Finland,2014,68.1
Finland,2015,70.5
Finland,2016,71
Finland,2017,70.4
Finland,2018,71.2
France,2000,97.4
France,2001,96.6
France,2002,100.9
France,2003,95.9
France,2004,107.5
France,2005,112.1
France,2006,110.9
France,2007,116.2
France,2008,115.3
France,2009,116
France,2010,113
France,2011,113.9
France,2012,107.9
France,2013,114.3
France,2014,80.2
France,2015,78.6
France,2016,91.8
France,2017,93.9
France,2018,82.9
Germany,2000,113.7
Germany,2001,88.6
Germany,2002,96.3
Germany,2003,90.2
Germany,2004,84.2
Germany,2005,87.1
Germany,2006,84.3
Germany,2007,83.1
Germany,2008,81.1
Germany,2009,81.6
Germany,2010,78.7
Germany,2011,88.2
Germany,2012,87.9
Germany,2013,88.5
Germany,2014,70.5
Germany,2015,75.8
Germany,2016,76.5
Germany,2017,70.7
Germany,2018,78.1
Greece,2000,164.8
Greece,2001,171
Greece,2002,166.1
Greece,2003,150.8
Greece,2004,184.9
Greece,2005,171
Greece,2006,151.9
Greece,2007,158.1
Greece,2008,140.3
Greece,2009,145.8
Greece,2010,123.7
Greece,2011,126.5
Greece,2012,117.4
Greece,2013,121.5
Greece,2014,109.9
Greece,2015,114.2
Greece,2016,95.8
Greece,2017,113
Greece,2018,117.8
Hungary,2000,67.6
Hungary,2001,58.7
Hungary,2002,65.6
Hungary,2003,74.6
Hungary,2004,84.6
Hungary,2005,80.9
Hungary,2006,93.7
Hungary,2007,73.6
Hungary,2008,62
Hungary,2009,82.2
Hungary,2010,65.5
Hungary,2011,51.8
Hungary,2012,71.2
Hungary,2013,58.4
Hungary,2014,69
Hungary,2015,62.2
Hungary,2016,59.7
Hungary,2017,59.6
Hungary,2018,63.7
Iceland,2000,99.3
Iceland,2001,106.8
Iceland,2002,114.1
Iceland,2003,105.4
Iceland,2004,106.9
Iceland,2005,114.2
Iceland,2006,136.9
Iceland,2007,149.1
Iceland,2008,143.5
Iceland,2009,128
Iceland,2010,123.9
Iceland,2011,124.3
Iceland,2012,136.9
Iceland,2013,133.1
Iceland,2014,83.8
Iceland,2015,86.5
Iceland,2016,88.6
Iceland,2017,95.3
Iceland,2018,91.2
Ireland,2000,66.7
Ireland,2001,80.3
Ireland,2002,111
Ireland,2003,135
Ireland,2004,120.8
Ireland,2005,111.8
Ireland,2006,111.9
Ireland,2007,139.1
Ireland,2008,149.6
Ireland,2009,142.9
Ireland,2010,129.8
Ireland,2011,123.5
Ireland,2012,150.4
Ireland,2013,158.6
Ireland,2014,61.7
Ireland,2015,65.8
Ireland,2016,65.7
Ireland,2017,66.9
Ireland,2018,72.4
Italy,2000,146.5
Italy,2001,133.6
Italy,2002,143.5
Italy,2003,134.1
Italy,2004,154.8
Italy,2005,153.6
Italy,2006,161.5
Italy,2007,161.6
Italy,2008,155.7
Italy,2009,174.4
Italy,2010,152.6
Italy,2011,144
Italy,2012,129.9
Italy,2013,139.8
Italy,2014,119.6
Italy,2015,125.3
Italy,2016,121.1
Italy,2017,121.4
Italy,2018,121.6
Japan,2000,51.4
Japan,2001,53.5
Japan,2002,56.4
Japan,2003,55.2
Japan,2004,57.6
Japan,2005,60.3
Japan,2006,55.2
Japan,2007,57.8
Japan,2008,55.1
Japan,2009,52.5
Japan,2010,49.1
Japan,2011,51.2
Japan,2012,54.3
Japan,2013,52.9
Japan,2014,34.5
Japan,2015,33.8
Japan,2016,34
Japan,2017,33.6
Japan,2018,34.1
Korea,2000,69.6
Korea,2001,72
Korea,2002,68.1
Korea,2003,65.1
Korea,2004,67.6
Korea,2005,76.1
Korea,2006,70.8
Korea,2007,79.9
Korea,2008,74.1
Korea,2009,72.9
Korea,2010,67.6
Korea,2011,67.1
Korea,2012,67.1
Korea,2013,66.9
Korea,2014,58.7
Korea,2015,51.5
Korea,2016,52.3
Korea,2017,53.8
Korea,2018,51.2
Luxembourg,2000,218.2
Luxembourg,2001,213
Luxembourg,2002,239
Luxembourg,2003,240
Luxembourg,2004,206.9
Luxembourg,2005,189.2
Luxembourg,2006,197.7
Luxembourg,2007,187.9
Luxembourg,2008,206.2
Luxembourg,2009,177.5
Luxembourg,2010,176.2
Luxembourg,2011,202.2
Luxembourg,2012,202.4
Luxembourg,2013,200.8
Luxembourg,2014,79.7
Luxembourg,2015,81.1
Luxembourg,2016,90.8
Luxembourg,2017,88.9
Luxembourg,2018,89.1
Mexico,2000,106.8
Mexico,2001,114.2
Mexico,2002,112.5
Mexico,2003,111.7
Mexico,2004,114
Mexico,2005,108.7
Mexico,2006,112.4
Mexico,2007,109.6
Mexico,2008,111.2
Mexico,2009,107.4
Mexico,2010,97.5
Mexico,2011,100.7
Mexico,2012,98.1
Mexico,2013,107.4
Mexico,2014,108.8
Mexico,2015,110.4
Mexico,2016,115
Mexico,2017,115.3
Mexico,2018,116.9
Netherlands,2000,121
Netherlands,2001,122.1
Netherlands,2002,143.6
Netherlands,2003,133
Netherlands,2004,129
Netherlands,2005,127
Netherlands,2006,129.6
Netherlands,2007,135
Netherlands,2008,125.2
Netherlands,2009,111.4
Netherlands,2010,116.2
Netherlands,2011,155.1
Netherlands,2012,157.1
Netherlands,2013,176.1
Netherlands,2014,106.6
Netherlands,2015,112.2
Netherlands,2016,110.2
Netherlands,2017,94
Netherlands,2018,99.7
New Zealand,2000,128.3
New Zealand,2001,122.1
New Zealand,2002,116.6
New Zealand,2003,108.4
New Zealand,2004,113.5
New Zealand,2005,119.1
New Zealand,2006,97
New Zealand,2007,114.2
New Zealand,2008,120.3
New Zealand,2009,110.3
New Zealand,2010,109
New Zealand,2011,91.5
New Zealand,2012,94
New Zealand,2013,99
New Zealand,2014,66.8
New Zealand,2015,65.7
New Zealand,2016,73.1
New Zealand,2017,67
New Zealand,2018,67
Norway,2000,108.4
Norway,2001,108.3
Norway,2002,121.9
Norway,2003,124.7
Norway,2004,130.6
Norway,2005,131.8
Norway,2006,134.5
Norway,2007,142.5
Norway,2008,148
Norway,2009,129
Norway,2010,127.4
Norway,2011,137.8
Norway,2012,140.6
Norway,2013,140.9
Norway,2014,81.4
Norway,2015,79.6
Norway,2016,80.2
Norway,2017,80.1
Norway,2018,78.2
Poland,2000,47.1
Poland,2001,54
Poland,2002,49
Poland,2003,48.8
Poland,2004,49.7
Poland,2005,51.2
Poland,2006,51.7
Poland,2007,45.3
Poland,2008,55.1
Poland,2009,54.7
Poland,2010,52.4
Poland,2011,53.9
Poland,2012,57.6
Poland,2013,60.2
Poland,2014,50.1
Poland,2015,59
Poland,2016,56.6
Poland,2017,53.2
Poland,2018,71.7
Portugal,2000,117.2
Portugal,2001,114.5
Portugal,2002,115.6
Portugal,2003,107.5
Portugal,2004,127.2
Portugal,2005,113.6
Portugal,2006,118.6
Portugal,2007,115.6
Portugal,2008,115
Portugal,2009,117.8
Portugal,2010,107.1
Portugal,2011,111
Portugal,2012,106.7
Portugal,2013,125.3
Portugal,2014,107.5
Portugal,2015,101.5
Portugal,2016,117.6
Portugal,2017,129.5
Portugal,2018,132.2
Slovak Republic,2000,66
Slovak Republic,2001,53.5
Slovak Republic,2002,56.7
Slovak Republic,2003,59.6
Slovak Republic,2004,51.2
Slovak Republic,2005,61
Slovak Republic,2006,57.7
Slovak Republic,2007,62.9
Slovak Republic,2008,65.8
Slovak Republic,2009,67.8
Slovak Republic,2010,63.7
Slovak Republic,2011,61.7
Slovak Republic,2012,52.5
Slovak Republic,2013,58.1
Slovak Republic,2014,44
Slovak Republic,2015,49.6
Slovak Republic,2016,47.6
Slovak Republic,2017,48.6
Slovak Republic,2018,53.5
Spain,2000,107.4
Spain,2001,111
Spain,2002,119.7
Spain,2003,106.6
Spain,2004,95.1
Spain,2005,100.2
Spain,2006,107.6
Spain,2007,86.4
Spain,2008,97.4
Spain,2009,76.6
Spain,2010,79.7
Spain,2011,74.9
Spain,2012,66.2
Spain,2013,72.2
Spain,2014,81.2
Spain,2015,64.8
Spain,2016,97.7
Spain,2017,99.5
Spain,2018,94.6
Sweden,2000,98.7
Sweden,2001,101.3
Sweden,2002,108.9
Sweden,2003,115
Sweden,2004,113.9
Sweden,2005,109.7
Sweden,2006,111.6
Sweden,2007,117.4
Sweden,2008,134.1
Sweden,2009,117.7
Sweden,2010,119.3
Sweden,2011,116.9
Sweden,2012,117.7
Sweden,2013,125
Sweden,2014,65.8
Sweden,2015,66
Sweden,2016,66.7
Sweden,2017,63.6
Sweden,2018,59.5
Switzerland,2000,89.8
Switzerland,2001,87.9
Switzerland,2002,87.6
Switzerland,2003,80.2
Switzerland,2004,76.4
Switzerland,2005,71.9
Switzerland,2006,74.3
Switzerland,2007,79.4
Switzerland,2008,86.5
Switzerland,2009,95.7
Switzerland,2010,103
Switzerland,2011,105.4
Switzerland,2012,109.3
Switzerland,2013,103.6
Switzerland,2014,81.6
Switzerland,2015,80.9
Switzerland,2016,80.6
Switzerland,2017,84.6
Switzerland,2018,83.8
Turkey,2000,116.7
Turkey,2001,107
Turkey,2002,108.3
Turkey,2003,117
Turkey,2004,104.9
Turkey,2005,120.5
Turkey,2006,113.5
Turkey,2007,116.8
Turkey,2008,123.6
Turkey,2009,127.3
Turkey,2010,120.8
Turkey,2011,122.2
Turkey,2012,127.1
Turkey,2013,127.2
Turkey,2014,118.5
Turkey,2015,115.8
Turkey,2016,125.5
Turkey,2017,135.3
Turkey,2018,127.6
United Kingdom,2000,84.7
United Kingdom,2001,91.9
United Kingdom,2002,97.9
United Kingdom,2003,115.6
United Kingdom,2004,116.2
United Kingdom,2005,127
United Kingdom,2006,139.1
United Kingdom,2007,126.9
United Kingdom,2008,134.2
United Kingdom,2009,125.1
United Kingdom,2010,123.3
United Kingdom,2011,125.7
United Kingdom,2012,126.1
United Kingdom,2013,127.4
United Kingdom,2014,86.2
United Kingdom,2015,85.4
United Kingdom,2016,82.4
United Kingdom,2017,78.7
United Kingdom,2018,77.5
United States,2000,125.4
United States,2001,112.6
United States,2002,110.4
United States,2003,114.4
United States,2004,116.2
United States,2005,109.8
United States,2006,108.5
United States,2007,109.9
United States,2008,115.1
United States,2009,109.3
United States,2010,103.2
United States,2011,97.7
United States,2012,103.4
United States,2013,104.5
United States,2014,85.2
United States,2015,86
United States,2016,88.7
United States,2017,92.6
United States,2018,90.2
Brazil,2000,109.5
Brazil,2001,84.6
Brazil,2002,111.3
Brazil,2003,98.8
Brazil,2004,104.5
Brazil,2005,99.4
Brazil,2006,109.4
Brazil,2007,109.3
Brazil,2008,114.5
Brazil,2009,117.1
Brazil,2010,129.6
Brazil,2011,139.2
Brazil,2012,108.2
Brazil,2013,93.2
Brazil,2014,101.3
Brazil,2015,100.3
Brazil,2016,88
Brazil,2017,93.5
Brazil,2018,99.7
Chile,2000,55.1
Chile,2001,46.1
Chile,2002,58.7
Chile,2003,55.3
Chile,2004,57.3
Chile,2005,57.7
Chile,2006,56.2
Chile,2007,58.8
Chile,2008,60.9
Chile,2009,63
Chile,2010,65.5
Chile,2011,54.2
Chile,2012,57.4
Chile,2013,63.9
Chile,2014,65.2
Chile,2015,60.5
Chile,2016,56.4
Chile,2017,56.5
Chile,2018,55.5
China (People's Republic of),2000,42.3
